Frame,Time (Seconds),X9_B1,Y,Z,X9_B2,Y,Z
4078,11.327778,-257.33728,1453.219238,105.431526,,,
4079,11.330556,-255.415085,1449.208862,107.790451,,,
4080,11.333333,-255.476593,1449.207153,107.738289,,,
4081,11.336111,-255.455994,1449.171753,107.763123,,,
4082,11.338889,-255.481812,1449.18335,107.78215,,,
4083,11.341667,-255.435974,1449.293823,107.90966,,,
4084,11.344444,-255.449051,1449.17627,107.773079,,,
4085,11.347222,-255.456055,1449.192993,107.738533,,,
4086,11.35,-255.455399,1449.192627,107.761787,,,
4087,11.352778,-255.436874,1449.204834,107.699844,,,
4088,11.355556,-255.439133,1449.192261,107.666962,,,
4089,11.358333,-255.415497,1449.205933,107.578232,,,
4090,11.361111,-255.410339,1449.201294,107.618973,,,
4091,11.363889,-255.390884,1449.20813,107.580688,,,
4092,11.366667,-255.379883,1449.193848,107.528358,,,
4093,11.369444,-255.399521,1449.216919,107.506393,,,
4094,11.372222,-255.378189,1449.225342,107.436928,,,
4095,11.375,-255.371445,1449.228516,107.404373,,,
4096,11.377778,-255.36084,1449.236206,107.396858,,,
4097,11.380556,-255.357925,1449.236206,107.412292,,,
4098,11.383333,-255.35611,1449.144287,107.348312,,,
4099,11.386111,-255.34877,1449.234497,107.337402,,,
4100,11.388889,-255.375443,1449.236694,107.373779,154.265366,-30.744715,-67.030533
4101,11.391667,-255.381912,1449.238159,107.384285,,,
4102,11.394444,-255.350296,1449.145996,107.330116,,,
4103,11.397222,-255.373474,1449.228027,107.400604,,,
4104,11.4,-255.398071,1449.215698,107.428894,,,
4105,11.402778,-255.391388,1449.232788,107.459503,,,
4106,11.405556,-255.410217,1449.221313,107.535789,,,
4107,11.408333,-255.411865,1449.21106,107.568619,,,
4108,11.411111,-255.406433,1449.226318,107.557304,,,
4109,11.413889,-256.375671,1448.397339,106.37281,-2.03088,50.981129,-137.329956
4110,11.416667,-256.350342,1448.394775,106.396042,,,
4111,11.419444,-256.338196,1448.411621,106.42997,,,
4112,11.422222,-256.319733,1448.417603,106.483337,,,
4113,11.425,-255.446945,1449.203003,107.71254,,,
4114,11.427778,-256.309937,1448.407104,106.467964,,,
4115,11.430556,-256.345917,1448.439941,106.671219,,,
4116,11.433333,-255.392609,1449.175293,107.678337,,,
4117,11.436111,-257.181763,1452.934326,105.363068,,,
4118,11.438889,-255.388077,1449.212524,107.623543,,,
4119,11.441667,-255.402649,1449.219849,107.610558,,,
4120,11.444444,-257.176544,1452.921509,105.362831,,,
4121,11.447222,-255.367096,1449.23877,107.544792,,,
4122,11.45,-257.215729,1453.165771,105.196579,,,
4123,11.452778,-255.337204,1449.237183,107.431953,,,
4124,11.455556,-257.168823,1452.891479,105.359238,,,
4125,11.458333,-255.304306,1449.157349,107.286079,,,
4126,11.461111,-257.17511,1452.880371,105.348732,,,
4127,11.463889,-255.248459,1449.215698,107.219086,,,
4128,11.466667,-257.20639,1453.121094,105.195274,,,
4129,11.469444,-255.277222,1449.245728,107.18531,,,
4130,11.472222,-257.182434,1452.946899,104.930962,,,
4131,11.475,-255.263657,1449.266846,107.108124,,,
4132,11.477778,-255.252487,1449.268433,107.11795,,,
4133,11.480556,-255.267532,1449.250854,107.09726,,,
4134,11.483333,-257.153961,1452.945801,105.232346,,,
4135,11.486111,-255.232178,1449.21875,107.09893,,,
4136,11.488889,-257.12085,1452.699219,105.409523,,,
4137,11.491667,-255.228363,1449.228516,107.137535,,,
4138,11.494444,-257.174286,1453.158691,105.190781,,,
4139,11.497222,-255.281204,1449.270142,107.227043,,,
4140,11.5,-257.146698,1452.91394,105.324913,,,
4141,11.502778,-255.278046,1449.245972,107.297562,,,
4142,11.505556,-257.134827,1452.932007,105.341118,,,
4143,11.508333,-255.262283,1449.227295,107.364067,,,
4144,11.511111,-257.133698,1452.932739,105.332504,,,
4145,11.513889,-255.264999,1449.223755,107.384216,,,
4146,11.516667,-257.126862,1452.949463,105.335999,,,
4147,11.519444,-255.296204,1449.240112,107.457741,,,
4148,11.522222,-257.208344,1453.125977,105.486412,,,
4149,11.525,-255.262314,1449.21936,107.458191,,,
4150,11.527778,-257.149231,1453.194336,105.173553,,,
4151,11.530556,-255.258026,1449.244751,107.424889,,,
4152,11.533333,-257.105835,1452.931396,105.323677,,,
4153,11.536111,-255.224289,1449.227539,107.343773,,,
4154,11.538889,-257.088623,1452.927612,105.327888,,,
4155,11.541667,-255.226349,1449.281738,107.318985,,,
4156,11.544444,-257.116058,1453.162842,105.185013,,,
4157,11.547222,-255.184204,1449.192627,107.138054,,,
4158,11.55,-257.101471,1453.170898,105.164307,,,
4159,11.552778,-255.174072,1449.277466,107.165161,,,
4160,11.555556,-257.025177,1452.742065,105.286102,,,
4161,11.558333,-255.117004,1449.234985,107.064056,,,
4162,11.561111,-257.033417,1452.706909,105.356468,,,
4163,11.563889,-255.121445,1449.28772,107.026199,,,
4164,11.566667,-257.046173,1452.976196,105.209412,,,
4165,11.569444,-255.106247,1449.282349,107.011604,,,
4166,11.572222,-257.05957,1452.823853,104.955223,,,
4167,11.575,-255.085938,1449.269653,107.027031,,,
4168,11.577778,-257.047424,1452.846436,104.942421,,,
4169,11.580556,-255.087463,1449.245239,107.024406,,,
4170,11.583333,-257.042755,1452.848633,104.942101,,,
4171,11.586111,-255.075424,1449.254517,107.092384,,,
4172,11.588889,-256.982941,1453.078613,104.946526,,,
4173,11.591667,-255.112473,1449.270508,107.149651,,,
4174,11.594444,-256.951324,1452.981201,105.024124,,,
4175,11.597222,-255.119644,1449.263184,107.198853,,,
4176,11.6,-256.971008,1453.116821,104.936363,,,
4177,11.602778,-255.097565,1449.255249,107.249741,,,
4178,11.605556,-256.944122,1452.99646,104.991661,,,
4179,11.608333,-255.119171,1449.269653,107.275795,,,
4180,11.611111,-256.950806,1453.111938,104.936195,,,
4181,11.613889,-255.108826,1449.275146,107.273529,,,
4182,11.616667,-256.922424,1452.994263,104.99736,,,
4183,11.619444,-255.081589,1449.26062,107.271568,,,
4184,11.622222,-256.957214,1452.949829,105.268303,,,
4185,11.625,-255.089157,1449.314453,107.211647,,,
4186,11.627778,-256.898041,1452.987061,104.989105,,,
4187,11.630556,-255.050278,1449.226318,107.13131,,,
4188,11.633333,-256.903137,1452.831421,105.00666,,,
4189,11.636111,-255.025894,1449.31958,107.096535,,,
4190,11.638889,-256.885162,1452.831055,105.001778,,,
4191,11.641667,-254.986649,1449.272095,107.037323,,,
4192,11.644444,-256.863281,1452.968018,104.992455,,,
4193,11.647222,-255.02005,1449.25647,107.38765,,,
4194,11.65,-256.882294,1453.231812,104.838432,,,
4195,11.652778,-254.984207,1449.311646,107.090675,156.466568,-36.746571,-62.386341
4196,11.655556,-256.847015,1452.978394,104.955437,156.477707,-36.763344,-62.291515
4197,11.658333,-256.0755,1448.476563,106.150314,156.442719,-36.777718,-62.177773
4198,11.661111,-256.825073,1452.991699,104.966972,,,
4199,11.663889,-256.052979,1448.459473,106.19516,,,
4200,11.666667,-256.818878,1452.986084,104.963242,,,
4201,11.669444,-256.027069,1448.460327,106.210007,,,
4202,11.672222,-256.833557,1453.113403,104.870567,,,
4203,11.675,-256.019623,1448.470703,106.192017,,,
4204,11.677778,-256.816254,1453.128296,104.861725,,,
4205,11.680556,-255.997543,1448.46875,106.213196,,,
4206,11.683333,-256.573608,1453.295288,104.972908,,,
4207,11.686111,-255.970352,1448.456177,106.252281,,,
4208,11.688889,-256.793091,1453.133057,104.854904,,,
4209,11.691667,-255.938553,1448.471924,106.265129,,,
4210,11.694444,-255.941635,1448.461182,106.264877,,,
4211,11.697222,-256.787231,1453.272461,104.743065,,,
4212,11.7,-255.910492,1448.459595,106.295059,,,
4213,11.702778,-255.903458,1448.464722,106.293648,,,
4214,11.705556,-255.891174,1448.474487,106.330185,,,
4215,11.708333,-256.764374,1453.275879,104.728149,,,
4216,11.711111,-255.891495,1448.468018,106.332947,,,
4217,11.713889,-256.748169,1453.280151,104.753059,,,
4218,11.716667,-255.877228,1448.461304,106.290329,,,
4219,11.719444,-256.740295,1453.288452,104.725777,,,
4220,11.722222,-255.863632,1448.448975,106.301079,,,
4221,11.725,-256.691528,1452.852417,104.886536,,,
4222,11.727778,-255.850739,1448.480225,106.272141,,,
4223,11.730556,-256.636963,1453.276978,104.686554,,,
4224,11.733333,-255.786575,1448.49585,106.262505,,,
4225,11.736111,-256.623596,1453.27356,104.670647,,,
4226,11.738889,-255.756592,1448.491455,106.288139,,,
4227,11.741667,-255.738861,1448.470947,106.288269,,,
4228,11.744444,-256.61145,1453.273438,104.669456,,,
4229,11.747222,-255.677307,1448.467896,106.320259,,,
4230,11.75,-256.286987,1453.335083,104.294632,,,
4231,11.752778,-255.653702,1448.466919,106.327927,,,
4232,11.755556,-256.173492,1453.074585,104.430054,,,
4233,11.758333,-255.652786,1448.462524,106.274918,,,
4234,11.761111,-256.202057,1453.193237,104.369301,,,
4235,11.763889,-255.656631,1448.436768,106.233902,,,
4236,11.766667,-256.194885,1453.194214,104.366463,,,
4237,11.769444,-255.647156,1448.449097,106.23484,,,
4238,11.772222,-256.185486,1453.182007,104.346031,,,
4239,11.775,-255.641342,1448.437012,106.207947,,,
4240,11.777778,-256.208252,1453.317749,104.226883,,,
4241,11.780556,-255.641632,1448.427856,106.172562,,,
4242,11.783333,-254.763062,1449.423096,106.053261,,,
4243,11.786111,-256.204651,1453.294189,104.25412,153.754059,-35.016876,-57.347336
4244,11.788889,-256.10437,1453.031494,104.380653,,,
4245,11.791667,-256.185486,1453.297119,104.227905,157.818817,-38.483414,-57.584888
4246,11.794444,-256.10434,1453.034058,104.361694,157.743668,-38.44688,-57.642536
4247,11.797222,-256.099762,1453.027466,104.356575,157.737305,-38.480839,-57.484657
4248,11.8,-256.078613,1453.038696,104.349968,157.691925,-38.507736,-57.369015
4249,11.802778,-256.072845,1453.035034,104.35157,153.100616,-34.847054,-57.758232
4250,11.805556,-256.052582,1452.890503,104.351318,,,
4251,11.808333,-254.616653,1449.305542,107.556595,,,
4252,11.811111,-255.818756,1453.206421,104.456741,,,
4253,11.813889,-255.584091,1448.46814,106.106422,,,
4254,11.816667,-256.017975,1452.911255,104.359245,,,
4255,11.819444,-254.80452,1449.28833,106.832344,,,
4256,11.822222,-256.013763,1453.068848,104.3367,,,
4257,11.825,-256.007416,1453.074707,104.338776,,,
4258,11.827778,-255.98114,1452.946167,104.335236,,,
4259,11.830556,-255.990417,1453.088379,104.333649,,,
4260,11.833333,-256.076233,1453.353516,104.185204,,,
4261,11.836111,-255.97554,1453.092529,104.315727,,,
4262,11.838889,-255.999542,1453.21167,104.263214,,,
4263,11.841667,-255.94696,1453.089722,104.315681,,,
4264,11.844444,-255.985229,1453.209106,104.258125,,,
4265,11.847222,-255.926971,1453.084229,104.299377,,,
4266,11.85,-254.507248,1449.518921,106.015205,,,
4267,11.852778,-255.957993,1453.196411,104.241035,,,
4268,11.855556,-254.462189,1449.508057,106.016571,,,
4269,11.858333,-255.899338,1453.070557,104.302666,,,
4270,11.861111,-256.096375,1453.12793,104.570686,,,
4271,11.863889,-255.885757,1453.062744,104.285492,,,
4272,11.866667,-254.427017,1449.576416,105.970726,,,
4273,11.869444,-254.463608,1449.506104,105.972527,,,
4274,11.872222,-255.865005,1453.051758,104.265541,,,
4275,11.875,-254.286972,1449.293823,107.268242,,,
4276,11.877778,-255.848831,1453.04126,104.25145,,,
4277,11.880556,-255.852158,1453.042114,104.249901,,,
4278,11.883333,-255.937332,1453.307251,104.097565,158.185181,-39.537155,-54.972965
4279,11.886111,-255.844025,1453.046143,104.249336,158.170486,-39.607834,-55.012753
4280,11.888889,-255.838303,1453.038452,104.239876,158.150436,-39.564896,-54.959152
4281,11.891667,-255.812225,1452.903687,104.24411,158.062363,-39.604435,-54.975677
4282,11.894444,-255.810913,1453.054321,104.236244,158.056046,-39.658928,-54.842503
4283,11.897222,-255.808029,1452.908325,104.236755,158.02919,-39.702579,-54.724861
4284,11.9,-255.805664,1453.073242,104.21917,,,
4285,11.902778,-255.779861,1453.069824,104.222023,,,
4286,11.905556,-255.790466,1452.940186,104.219856,152.296295,-35.293137,-55.506294
4287,11.908333,-255.7444,1452.945313,104.227623,-7.669954,48.35675,-154.374496
4288,11.911111,-255.75351,1453.098633,104.215225,-7.460104,48.453041,-154.761658
4289,11.913889,-255.868134,1453.35376,104.095947,151.319031,-34.751415,-55.448624
4290,11.916667,-255.749222,1453.110107,104.220093,,,
4291,11.919444,-255.745941,1453.109009,104.208107,,,
4292,11.922222,-255.729401,1453.12207,104.203217,,,
4293,11.925,-255.716385,1453.11438,104.208588,,,
4294,11.927778,-255.768265,1453.20105,104.539429,,,
4295,11.930556,-254.254456,1449.379517,106.441086,,,
4296,11.933333,-256.016846,1453.086792,104.608727,,,
4297,11.936111,-255.711227,1453.109985,104.21331,,,
4298,11.938889,-254.219147,1449.374146,106.424164,,,
4299,11.941667,-254.201584,1449.490356,105.94606,,,
4300,11.944444,-254.204117,1449.494629,105.906258,,,
4301,11.947222,-254.163986,1449.386719,106.228203,,,
4302,11.95,-255.763824,1453.49231,104.196716,,,
4303,11.952778,-254.206268,1449.327026,106.104027,,,
4304,11.955556,-254.139847,1449.372437,106.116066,,,
4305,11.958333,-254.179413,1449.46167,105.911362,,,
4306,11.961111,-254.159653,1449.456177,105.881813,,,
4307,11.963889,-254.109268,1449.365234,106.03241,,,
4308,11.966667,-255.630814,1452.831421,104.125313,,,
4309,11.969444,-254.105392,1449.352295,106.049667,,,
4310,11.972222,-255.615234,1452.827393,104.120438,,,
4311,11.975,-254.129501,1449.319946,106.029022,,,
4312,11.977778,-255.631119,1453.053589,104.124306,158.839371,-40.943855,-52.799984
4313,11.980556,-254.138596,1449.306274,106.06485,,,
4314,11.983333,-254.098648,1449.408569,106.219284,,,
4315,11.986111,-255.721603,1453.332886,104.012054,,,
4316,11.988889,-254.158203,1449.255737,106.080887,,,
4317,11.991667,-255.613739,1453.092529,104.123596,,,
4318,11.994444,-254.173523,1449.360474,106.239723,,,
4319,11.997222,-255.585403,1452.962036,104.122345,,,
4320,12,-254.168304,1449.597534,106.124794,,,
4321,12.002778,-255.587555,1453.104858,104.105797,,,
4322,12.005556,-254.101242,1449.362427,106.411522,,,
4323,12.008333,-255.961441,1453.383667,104.142342,,,
4324,12.011111,-254.139221,1449.326904,106.355789,,,
4325,12.013889,-254.027069,1449.787598,105.694656,,,
4326,12.016667,-255.553604,1453.13501,104.120392,,,
4327,12.019444,-254.120438,1449.336914,106.370003,,,
4328,12.022222,-255.952301,1453.393921,104.117439,,,
4329,12.025,-254.060471,1449.375854,106.383728,,,
4330,12.027778,-254.033661,1449.587646,105.869286,,,
4331,12.030556,-255.643723,1453.393188,103.970222,,,
4332,12.033333,-254.018967,1449.376831,106.276726,,,
4333,12.036111,-255.634155,1453.386963,103.970482,,,
4334,12.038889,-254.020721,1449.651611,106.024437,,,
4335,12.041667,-255.618271,1453.38208,103.943703,,,
4336,12.044444,-253.979141,1449.598145,105.988876,,,
4337,12.047222,-255.891891,1452.955566,104.15242,,,
4338,12.05,-253.984924,1449.63623,105.89872,,,
4339,12.052778,-255.507477,1453.083252,104.027542,,,
4340,12.055556,-253.984329,1449.413818,106.051994,,,
4341,12.058333,-255.978012,1452.981567,104.017525,,,
4342,12.061111,-253.974762,1449.410889,106.00573,,,
4343,12.063889,-255.943741,1453.217041,103.974586,,,
4344,12.066667,-253.88858,1449.470093,106.256203,,,
4345,12.069444,-255.504044,1453.099243,104.003761,,,
4346,12.072222,-253.950897,1449.633911,105.883224,,,
4347,12.075,-255.916916,1453.223511,103.964531,,,
4348,12.077778,-253.946213,1449.311646,106.053902,,,
4349,12.080556,-255.922043,1453.24292,103.950478,,,
4350,12.083333,-253.939331,1449.354736,106.232765,,,
4351,12.086111,-255.56958,1453.390503,103.89711,,,
4352,12.088889,-253.966721,1449.351074,106.339294,,,
4353,12.091667,-255.88504,1453.009033,104.122887,,,
4354,12.094444,-254.003799,1449.390503,106.425667,,,
4355,12.097222,-253.925507,1449.456665,106.623207,,,
4356,12.1,-255.463394,1453.162476,104.002251,,,
4357,12.102778,-253.98201,1449.349609,106.514381,,,
4358,12.105556,-255.938049,1453.280884,103.982788,,,
4359,12.108333,-253.937332,1449.375488,106.622101,,,
4360,12.111111,-253.932007,1449.45752,106.697617,,,
4361,12.113889,-255.906876,1453.278198,103.962196,,,
4362,12.116667,-253.962845,1449.355713,106.507889,,,
4363,12.119444,-255.924973,1453.272949,103.969353,,,
4364,12.122222,-253.987915,1449.388916,106.44519,,,
4365,12.125,-255.8564,1453.013916,104.124832,,,
4366,12.127778,-253.955566,1449.307617,106.276009,,,
4367,12.130556,-253.887527,1449.468262,106.502869,,,
4368,12.133333,-255.495316,1453.541382,103.89045,,,
4369,12.136111,-253.912933,1449.301025,106.143097,,,
4370,12.138889,-255.847092,1453.402344,103.991508,,,
4371,12.141667,-253.910751,1449.629761,106.050133,,,
4372,12.144444,-255.403305,1452.968384,103.963692,,,
4373,12.147222,-253.89975,1449.30249,106.114723,,,
4374,12.15,-253.839493,1449.468994,106.279411,,,
4375,12.152778,-255.40361,1453.130981,103.932198,,,
4376,12.155556,-253.856842,1449.587891,105.929535,,,
4377,12.158333,-255.505386,1453.403564,103.813461,,,
4378,12.161111,-253.901093,1449.395996,106.155548,,,
4379,12.163889,-255.497604,1453.408325,103.821388,,,
4380,12.166667,-253.882355,1449.623535,106.030136,,,
4381,12.169444,-255.815567,1453.009155,104.088364,,,
4382,12.172222,-253.899368,1449.598511,106.103477,,,
4383,12.175,-253.835083,1449.785156,105.59948,,,
4384,12.177778,-253.811096,1449.759155,105.610023,,,
4385,12.180556,-255.828537,1453.134766,103.993744,,,
4386,12.183333,-253.900208,1449.337158,106.372864,,,
4387,12.186111,-253.826675,1449.800415,105.599068,,,
4388,12.188889,-253.829208,1449.799316,105.577988,,,
4389,12.191667,-253.876709,1449.790283,105.505386,,,
4390,12.194444,-253.82402,1449.567139,105.764618,,,
4391,12.197222,-255.827194,1453.163208,104.008324,,,
4392,12.2,-253.907562,1449.328125,106.515007,,,
4393,12.202778,-255.414642,1453.301147,103.869888,,,
4394,12.205556,-253.855377,1449.387817,106.575348,,,
4395,12.208333,-255.349213,1453.040039,103.934631,,,
4396,12.211111,-253.841309,1449.660522,106.518951,,,
4397,12.213889,-255.348053,1453.15979,103.924324,,,
4398,12.216667,-253.868607,1449.560913,106.280151,,,
4399,12.219444,-255.458176,1453.437866,103.79052,,,
4400,12.222222,-253.868225,1449.512451,106.152214,,,
4401,12.225,-255.446884,1453.427002,103.7873,,,
4402,12.227778,-253.820892,1449.443359,106.484535,,,
4403,12.230556,-255.775269,1453.414429,103.962112,,,
4404,12.233333,-253.782455,1449.66687,106.263069,,,
4405,12.236111,-255.34317,1452.989502,103.898796,,,
4406,12.238889,-253.782425,1449.663086,106.147026,,,
4407,12.241667,-253.916656,1449.641968,105.290215,,,
4408,12.244444,-255.455048,1453.402222,103.779961,,,
4409,12.247222,-253.831589,1449.334229,106.112694,,,
4410,12.25,-253.865128,1449.600098,105.334991,,,
4411,12.252778,-255.453171,1453.309814,104.049339,,,
4412,12.255556,-253.837524,1449.376953,106.014862,,,
4413,12.258333,-253.787399,1449.395264,106.136536,,,
4414,12.261111,-253.798508,1449.789063,105.540581,,,
4415,12.263889,-255.460922,1453.294678,103.991707,,,
4416,12.266667,-253.81517,1449.361084,106.053802,,,
4417,12.269444,-253.771988,1449.401367,106.140259,,,
4418,12.272222,-255.429688,1453.100098,104.048912,,,
4419,12.275,-253.826859,1449.362305,106.103386,,,
4420,12.277778,-253.789276,1449.803101,105.533127,,,
4421,12.280556,-253.881638,1449.694336,105.30278,,,
4422,12.283333,-253.887527,1449.676514,105.325432,,,
4423,12.286111,-255.395676,1453.223145,104.174614,,,
4424,12.288889,-253.79068,1449.378418,106.221039,,,
4425,12.291667,-255.33548,1453.161743,103.880562,,,
4426,12.294444,-253.820038,1449.564575,106.021721,,,
4427,12.297222,-253.876205,1449.573608,105.92881,,,
4428,12.3,-255.330566,1453.006836,103.856339,,,
4429,12.302778,-253.858185,1449.389526,106.229607,,,
4430,12.305556,-255.40799,1453.550659,103.815155,,,
4431,12.308333,-253.821609,1449.505005,105.961288,,,
4432,12.311111,-253.785934,1449.452881,106.313232,,,
4433,12.313889,-253.862076,1449.565674,105.884842,,,
4434,12.316667,-255.311783,1452.991211,103.857704,,,
4435,12.319444,-253.753754,1449.672363,106.133583,,,
4436,12.322222,-255.308243,1452.99585,103.86277,,,
4437,12.325,-253.782028,1449.510742,105.827179,,,
4438,12.327778,-255.332825,1453.14563,103.862831,,,
4439,12.330556,-253.791656,1449.33374,106.048393,,,
4440,12.333333,-255.325378,1453.149414,103.86705,,,
4441,12.336111,-253.798508,1449.339722,106.048523,,,
4442,12.338889,-253.770889,1449.758911,105.52298,,,
4443,12.341667,-253.742599,1449.730713,105.538673,,,
4444,12.344444,-255.376999,1453.193359,104.065834,,,
4445,12.347222,-253.718521,1449.389404,106.052818,,,
4446,12.35,-253.768646,1449.758179,105.541527,,,
4447,12.352778,-253.743912,1449.755859,105.536789,,,
4448,12.355556,-253.741837,1449.754883,105.534721,,,
4449,12.358333,-253.736343,1449.74646,105.533463,,,
4450,12.361111,-254.006561,1449.358398,105.363167,,,
4451,12.363889,-253.691162,1449.613647,105.876106,,,
4452,12.366667,-253.697098,1449.60791,105.876228,,,
4453,12.369444,-253.760574,1449.799072,105.545959,,,
4454,12.372222,-253.714172,1449.745239,105.534424,,,
4455,12.375,-253.724304,1449.741699,105.515511,,,
4456,12.377778,-255.306747,1453.167603,103.850777,,,
4457,12.380556,-253.761948,1449.338379,106.055626,,,
4458,12.383333,-255.29686,1453.167114,103.841515,,,
4459,12.386111,-253.702789,1449.67627,106.094116,,,
4460,12.388889,-255.342575,1453.529297,104.102493,,,
4461,12.391667,-253.694504,1449.654053,105.433678,,,
4462,12.394444,-253.697632,1449.672363,106.13546,,,
4463,12.397222,-255.331161,1453.085693,104.087112,,,
4464,12.4,-253.700912,1449.671143,106.114136,,,
4465,12.402778,-255.359467,1453.24292,104.1092,,,
4466,12.405556,,,,-36.583111,14.139588,-77.977203
4467,12.408333,-253.643097,1449.829834,105.677635,,,
4468,12.411111,-255.323654,1453.07959,104.117233,,,
4469,12.413889,-253.709549,1449.657593,106.107437,,,
4470,12.416667,-255.337799,1453.089111,104.082268,,,
4471,12.419444,-253.748657,1449.559448,105.959946,,,
4472,12.422222,-255.463242,1453.501465,103.992622,,,
4473,12.425,-253.743652,1449.546997,105.917915,,,
4474,12.427778,-255.42038,1453.617188,104.016464,,,
4475,12.430556,-253.754883,1449.573486,105.911232,,,
4476,12.433333,-253.685242,1449.601318,105.942696,,,
4477,12.436111,-253.76442,1449.356079,106.010841,,,
4478,12.438889,-255.270813,1453.086304,103.960854,,,
4479,12.441667,-253.692474,1449.758911,105.503983,,,
4480,12.444444,-253.715424,1449.590942,105.80011,,,
4481,12.447222,-253.718826,1449.598633,105.781723,,,
4482,12.45,-253.684586,1449.589355,105.681015,,,
4483,12.452778,-253.718948,1449.591064,105.744987,,,
4484,12.455556,-255.365646,1453.358032,103.829453,,,
4485,12.458333,-253.631561,1449.628052,105.786919,,,
4486,12.461111,-253.676331,1449.577393,105.693153,,,
4487,12.463889,-253.699387,1449.602783,105.669785,,,
4488,12.466667,-253.710663,1449.628784,105.742836,,,
4489,12.469444,-253.70813,1449.630127,105.724243,,,
4490,12.472222,-253.638123,1449.693481,105.904373,,,
4491,12.475,-253.764984,1449.618896,105.205521,,,
4492,12.477778,-255.228012,1453.023926,103.781509,,,
4493,12.480556,-255.384979,1453.636963,103.891457,,,
4494,12.483333,-253.653381,1449.671875,105.393272,,,
4495,12.486111,-255.424942,1453.508911,103.971512,,,
4496,12.488889,-253.689163,1449.685425,106.084984,,,
4497,12.491667,-253.64888,1449.67041,106.168747,,,
4498,12.494444,-255.310242,1453.263672,104.12133,,,
4499,12.497222,-253.740372,1449.604614,106.088928,,,
4500,12.5,-255.283112,1453.136353,104.149292,,,
4501,12.502778,,,,-36.5886,13.98254,-77.64653
4502,12.505556,-253.595947,1449.878662,105.639771,,,
4503,12.508333,-253.749161,1449.594604,106.138412,,,
4504,12.511111,-253.709824,1449.565063,106.079567,,,
4505,12.513889,-253.716354,1449.544556,106.118988,,,
4506,12.516667,-253.74234,1449.600464,106.136513,,,
4507,12.519444,-255.406143,1453.57251,104.061531,,,
4508,12.522222,-253.727966,1449.564331,106.100952,,,
4509,12.525,-253.653702,1449.57605,106.145119,,,
4510,12.527778,-253.706421,1449.56189,106.081856,,,
4511,12.530556,-253.684906,1449.540405,106.031914,,,
4512,12.533333,-253.69725,1449.563599,106.03685,,,
4513,12.536111,-253.680557,1449.555542,105.989143,,,
4514,12.538889,-253.597046,1449.583374,106.016083,,,
4515,12.541667,-253.619553,1449.792603,105.486763,,,
4516,12.544444,-255.236984,1453.444458,103.506256,,,
4517,12.547222,-253.643814,1449.352539,105.956551,,,
4518,12.55,-253.634338,1449.808472,105.46637,,,
4519,12.552778,-253.617966,1449.80127,105.481033,,,
4520,12.555556,-253.573532,1449.721069,105.409424,,,
4521,12.558333,-255.350296,1452.954712,104.057434,,,
4522,12.561111,-253.599228,1449.566406,105.858025,,,
4523,12.563889,-253.601044,1449.809937,105.472122,,,
4524,12.566667,-255.527847,1453.463623,103.688202,,,
4525,12.569444,-253.598511,1449.567017,105.928391,,,
4526,12.572222,-255.581619,1453.053711,103.872139,,,
4527,12.575,-253.59729,1449.51123,105.92202,,,
4528,12.577778,-255.532562,1452.920166,103.899803,,,
4529,12.580556,-253.606827,1449.51001,106.012863,,,
4530,12.583333,-255.652786,1453.349609,103.80558,,,
4531,12.586111,-253.611359,1449.516357,105.983521,,,
4532,12.588889,-255.07695,1453.106689,103.808342,,,
4533,12.591667,-253.651642,1449.609009,106.172287,,,
4534,12.594444,,,,-38.220585,13.500972,-75.892479
4535,12.597222,-253.520462,1449.832153,105.359276,,,
4536,12.6,-255.186356,1453.209473,104.187607,,,
4537,12.602778,-253.607361,1449.563965,106.153488,,,
4538,12.605556,-253.6138,1449.510864,106.083328,,,
4539,12.608333,-253.603607,1449.507568,106.091827,,,
4540,12.611111,-253.528656,1449.581543,106.173393,,,
4541,12.613889,-253.570145,1449.573608,106.080956,,,
4542,12.616667,-253.568436,1449.566162,106.040161,,,
4543,12.619444,-253.577499,1449.50415,106.028015,,,
4544,12.622222,-253.561707,1449.499878,105.981926,,,
4545,12.625,-253.486847,1449.533813,105.955154,,,
4546,12.627778,-253.515839,1449.569824,105.906281,,,
4547,12.630556,-253.461365,1449.792358,105.351501,,,
4548,12.633333,-253.443451,1449.611084,105.927162,,,
4549,12.636111,-255.451736,1453.33606,103.577515,,,
4550,12.638889,-253.438324,1449.543335,105.831131,,,
4551,12.641667,-253.400864,1449.751709,105.371063,,,
4552,12.644444,-255.505356,1453.365967,103.732353,,,
4553,12.647222,-253.446671,1449.592651,105.718643,,,
4554,12.65,-255.430374,1452.929199,103.785965,,,
4555,12.652778,-253.41391,1449.608032,105.677727,,,
4556,12.655556,-255.394882,1453.351318,103.553642,,,
4557,12.658333,-253.393051,1449.625854,105.657967,,,
4558,12.661111,-255.059418,1453.579102,103.669762,,,
4559,12.663889,-254.949692,1453.102661,103.594597,,,
4560,12.666667,-254.991745,1453.520508,103.412971,,,
4561,12.669444,-255.114761,1453.542725,103.634468,,,
4562,12.672222,-255.109634,1453.547241,103.659256,,,
4563,12.675,-255.019577,1453.643311,103.872795,,,
4564,12.677778,-253.357407,1449.759155,105.316734,,,
4565,12.680556,-254.992508,1453.185059,103.958977,,,
4566,12.683333,-253.3806,1449.592529,105.900017,,,
